Client Product Type,Client Attribute,Client Attribute Value,Comments,Expression,PT_a,AT_a,VA_a,PT_b,AT_b,VA_b,PT_c,AT_c,VA_c,PT_d,AT_d,VA_d,PT_e,AT_e,VA_e,PT_f,AT_f,VA_f,Rev_AT_a,Rev_VA_a,Rev_AT_b,Rev_VA_b,Rev_AT_c,Rev_VA_c,Rev_AT_d,Rev_VA_d
Jackets,Type,Trucker,Done,a and b,outerwear,OWL2_Casual,trucker,,OWL1_OuterwearType,casual,,,,,,,,,,,,,OWL2_Casual,trucker,OWL1_OuterwearType,casual,,,,
Jackets,Type,Duffle,Done,a and b,outerwear,OWL2_Winter,duffle,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,duffle,OWL1_OuterwearType,winter,,,,
Jackets,Type,Military,Done,a,outerwear,isMilitaryOW,military,,,,,,,,,,,,,,,,isMilitaryOW,military,,,,,,
Jackets,Type,Denim,Done,a and b,outerwear,isDenimOW,denim,,OWL1_OuterwearType,casual,,,,,,,,,,,,,isDenimOW,denim,OWL1_OuterwearType,casual,,,,
Jackets,Type,Leather,Done,a and b,outerwear,OWL2_Casual,leather,,OWL1_OuterwearType,casual,,,,,,,,,,,,,OWL2_Casual,leather,OWL1_OuterwearType,casual,,,,
Jackets,Type,Poncho/Cape,Done,a and b,outerwear,OWL2_Winter,poncho_cape,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,poncho_cape,OWL1_OuterwearType,winter,,,,
Jackets,Type,Windbreaker,Done,a and b,outerwear,OWL2_Waterproof,windbreaker,,OWL1_OuterwearType,waterproof,,,,,,,,,,,,,OWL2_Waterproof,windbreaker,OWL1_OuterwearType,waterproof,,,,
Jackets,Type,Anoraks,Done,a and b,outerwear,OWL2_Waterproof,anorak,,OWL1_OuterwearType,waterproof,,,,,,,,,,,,,OWL2_Waterproof,anorak,OWL1_OuterwearType,waterproof,,,,
Jackets,Type,Boleros,Done,a and b,outerwear,OWL2_Casual,bolero,,OWL1_OuterwearType,casual,,,,,,,,,,,,,OWL2_Casual,bolero,OWL1_OuterwearType,casual,,,,
Jackets,Type,Kimono,Done,a and b,outerwear,OWL2_Casual,kimono,,OWL1_OuterwearType,casual,,,,,,,,,,,,,OWL2_Casual,kimono,OWL1_OuterwearType,casual,,,,
Jackets,Type,Shacket,Done,a and b,outerwear,OWL2_Casual,shacket,,OWL1_OuterwearType,casual,,,,,,,,,,,,,OWL2_Casual,shacket,OWL1_OuterwearType,casual,,,,
Jackets,Type,Track Jacket,Done,a and b,outerwear,OWL2_Casual,track_jacket,,OWL1_OuterwearType,casual,,,,,,,,,,,,,OWL2_Casual,track_jacket,OWL1_OuterwearType,casual,,,,
Jackets,Type,Tweed,,a and b,outerwear,OWL2_Winter,tweed,,OWL1_OuterwearType,winter,,,,,,,,,,,,,,,,,,,,
Jackets,Type,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackets,Sleeve Length,Sleeveless,Done,(a and b) or (c and d),,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,,,,SleeveLength,sleeveless,,,,,,
Jackets,Sleeve Length,Short Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,Short,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Short,,,,,,,SleeveLength,short,,,,,,
Jackets,Sleeve Length,Cap Sleeve,,(a and b) or (c and d),,SleeveLength_Garment,Cap,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Cap,,,,,,,,,,,,,,
Jackets,Sleeve Length,3-4th Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,3_4Th,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,3_4Th,,,,,,,SleeveLength,3_4th,,,,,,
Jackets,Sleeve Length,Long Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,Full,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Full,,,,,,,SleeveLength,full,,,,,,
Jackets,Sleeve Length,Elbow Sleeve,,a and b,,Buyma_GarmentType,Model,,SleeveLength_Model,Elbow,,,,,,,,,,,,,,,,,,,,
Jackets,Sleeve Length,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackets,Style & Occasion,Holiday,NA?,(a and b) or ( c and d) or e,outerwear,OWL2_Casual,kimono,outerwear,OWL1_OuterwearType,casual,outerwear,OuterwearPrintL2,"floral,aztec",outerwear,OuterwearPatternL1,print,outerwear,OuterwearFeatures,"fringes,crochet",,,,,,,,,,,
Jackets,Style & Occasion,Party,NA?,(a and b) or ( c and d and e),outerwear,OWL2_Casual,bomber,,OWL1_OuterwearType,casual,outerwear,OWL2_Winter,"poncho_cape,puffer,fur",,OWL1_OuterwearType,winter,outerwear,OuterwearFeatures,"metallic,sequin",,,,,,,,,,,
Jackets,Style & Occasion,Day Wear,Done,a,outerwear,OWL1_OuterwearType,casual,,,,,,,,,,,,,,,,OWL1_OuterwearType,casual,,,,,,
Jackets,Style & Occasion,Utility,Done,a,outerwear,OuterwearFeatures,utility_pocket,,,,,,,,,,,,,,,,OuterwearFeatures,utility_pocket,,,,,,
Jackets,Style & Occasion,Snow Wear,NA?,a and (not b),,OWL1_OuterwearType,winter,outerwear,OWL2_Winter,poncho_cape,,,,,,,,,,,,,,,,,,,,
Jackets,Style & Occasion,Active Wear,NA?,(a and b) and (c or d),outerwear,OWL2_Casual,track_jacket,,OWL1_OuterwearType,casual,outerwear,OuterwearSportyStripes,sporty_stripes,outerwear,OuterwearPatternL1,plain,,,,,,,,,,,,,,
Jackets,Style & Occasion,Rain Wear,Done,a,,OWL1_OuterwearType,waterproof,,,,,,,,,,,,,,,,OWL1_OuterwearType,waterproof,,,,,,
Jackets,Style & Occasion,Punk/Grunge,NA?,a and b and c,outerwear,OWL2_Casual,"motorcycle,leather,bomber",,OWL1_OuterwearType,casual,outerwear,OuterwearFeatures,metal_details,,,,,,,,,,,,,,,,,
Jackets,Style & Occasion,Retro,NA?,(a and b) or c,outerwear,OWL2_Casual,leather,,OWL1_OuterwearType,casual,outerwear,OuterwearFeatures,fringes,,,,,,,,,,,,,,,,,
Jackets,Style & Occasion,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackets,Length,Mid Length,Done,a,outerwear,OWLength,"mid_length,long",,,,,,,,,,,,,,,,OWLength,"mid_length,long",,,,,,
Jackets,Length,Short,Done,a,outerwear,OWLength,short,,,,,,,,,,,,,,,,OWLength,short,,,,,,
Jackets,Length,Crop,Done,a and b,outerwear,OWLength,short,,IsCropOW,crop,,,,,,,,,,,,,IsCropOW,crop,OWLength,short,,,,
Jackets,Length,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackets,Primary Pattern,Lines,Done,a,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,,,,OuterwearPatternL1,lines,,,,,,
Jackets,Primary Pattern,Plain,Done,a and ( not b),outerwear,OuterwearPatternL1,plain,outerwear,OuterwearPatternL1,"lines,print",,,,,,,,,,,,,OuterwearPatternL1,plain,,,,,,
Jackets,Primary Pattern,Print,Done,a,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,,,,OuterwearPatternL1,print,,,,,,
Jackets,Primary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackets,Secondary Pattern,Colorblock,Done,a and b,,outerwearL2plain,color_block,,OuterwearPatternL1,plain,,,,,,,,,,,,,outerwearL2plain,color_block,,,,,,
Jackets,Secondary Pattern,Solid,Done,a and b,,outerwearL2plain,solid,,OuterwearPatternL1,plain,,,,,,,,,,,,,outerwearL2plain,solid,,,,,,
Jackets,Secondary Pattern,Check,Done,a and b,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,OuterwearLinesL2,checks,,,,,,
Jackets,Secondary Pattern,Chevron,Done,a and b and c and (not d),,OuterwearChevron,chevron,,OuterwearPatternL1,lines,,OuterwearLinesL2,stripes,,OWL2_Winter,"puffer,quilted",,,,,,,OuterwearChevron,chevron,,,,,,
Jackets,Secondary Pattern,Stripe,Done,a and b,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,OuterwearLinesL2,stripes,,,,,,
Jackets,Secondary Pattern,Animal Print,Done,a and b,outerwear,OuterwearPrintL2,animal_print,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,animal_print,,,,,,
Jackets,Secondary Pattern,Aztec,Done,a and b,outerwear,OuterwearPrintL2,aztec,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,aztec,,,,,,
Jackets,Secondary Pattern,Camouflage,Done,a and b,outerwear,OuterwearPrintL2,camouflage,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,camouflage,,,,,,
Jackets,Secondary Pattern,Ethnic,Done,a and b,outerwear,OuterwearPrintL2,ethnic,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,ethnic,,,,,,
Jackets,Secondary Pattern,Floral,Done,a and b,outerwear,OuterwearPrintL2,floral,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,floral,,,,,,
Jackets,Secondary Pattern,Graphic,Done,a and b,outerwear,OuterwearPrintL2,graphic,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,graphic,,,,,,
Jackets,Secondary Pattern,Polka Dots,Done,a and b,,OuterwearPrintL2,polka_dots,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,polka_dots,,,,,,
Jackets,Secondary Pattern,Tie and Dye,Done,a and b,,OuterwearPrintL2,tie_and_dye,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,tie_and_dye,,,,,,
Jackets,Secondary Pattern,Tropical,Done,a and b,,OuterwearPrintL2,tropical,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,tropical,,,,,,
Jackets,Secondary Pattern,Sporty Stripes,Done,a and b,outerwear,OuterwearSportyStripes,sporty_stripes,,OuterwearPatternL1,plain,,,,,,,,,,,,,OuterwearSportyStripes,sporty_stripes,,,,,,
Jackets,Secondary Pattern,Block Graphics,Done,a and b,outerwear,OuterwearBlockGraphics,block_graphic,,OuterwearPatternL1,plain,,,,,,,,,,,,,OuterwearBlockGraphics,block_graphic,,,,,,
Jackets,Secondary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackets,Pattern Style,Gingham Checks,Done,a and b and c,outerwear,CheckStyle,gingham,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,gingham,,,,,,
Jackets,Pattern Style,Tattersall/Windowpane Checks,Done,a and b and c,outerwear,CheckStyle,windowpane,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,windowpane,,,,,,
Jackets,Pattern Style,Plaid Checks,Done,a and b and c,outerwear,CheckStyle,plaid,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,plaid,,,,,,
Jackets,Pattern Style,Plain Checks,Done,a and b and c,outerwear,CheckStyle,regular,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,regular,,,,,,
Jackets,Pattern Style,Argyle,Done,a and b and c,outerwear,CheckStyle,argyle,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,argyle,,,,,,
Jackets,Pattern Style,Houndstooth,Done,a and b and c,outerwear,CheckStyle,houndstooth,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,houndstooth,,,,,,
Jackets,Pattern Style,Candy Stripes,Done,a and b and c,outerwear,isCandy,candy,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,isCandy,candy,,,,,,
Jackets,Pattern Style,Pin/Pencil Stripes,Done,a and b and c,outerwear,StripeStyle,thin,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,thin,,,,,,
Jackets,Pattern Style,Bengal/Awning Stripes,Done,a and b and c,outerwear,StripeStyle,bengal,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,bengal,,,,,,
Jackets,Pattern Style,Barcode Stripes,Done,a and b and c,outerwear,StripeStyle,barcode,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,barcode,,,,,,
Jackets,Pattern Style,Broad Stripes,Done,a and b and c,outerwear,StripeStyle,broad,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,broad,,,,,,
Jackets,Pattern Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackets,Collar,Shirt ,Done,a and b and (not c),,NecklineL1_Classifier,Collared,,CollarStyle,shirt,,OW_CollarStyle,"notch_collar,peak_collar,shawl_collar",,,,,,,,,,CollarStyle,shirt,,,,,,
Jackets,Collar,Cascade/Draped,Done,a and b and (not c),,NecklineL1_Classifier,Collared,,CollarStyle,cascade,,OW_CollarStyle,"notch_collar,peak_collar,shawl_collar",,,,,,,,,,CollarStyle,cape,,,,,,
Jackets,Collar,Notch Lapel,Done,a,,OW_CollarStyle,notch_collar,,,,,,,,,,,,,,,,OW_CollarStyle,notch_collar,,,,,,
Jackets,Collar,Peak Lapel,Done,a,,OW_CollarStyle,peak_collar,,,,,,,,,,,,,,,,OW_CollarStyle,peak_collar,,,,,,
Jackets,Collar,Shawl Lapel,Done,a,,OW_CollarStyle,shawl_collar,,,,,,,,,,,,,,,,OW_CollarStyle,shawl_collar,,,,,,
Jackets,Collar,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackets,Gender,Women,Done,a,outerwear,Gender,women,,,,,,,,,,,,,,,,Gender,women,,,,,,
Jackets,Gender,Men,Done,a,outerwear,Gender,men,,,,,,,,,,,,,,,,Gender,men,,,,,,
Jackets,Features,Crochet/Lace,Done,a,outerwear,OuterwearFeatures,crochet,,,,,,,,,,,,,,,,OuterwearFeatures,crochet,,,,,,
Jackets,Features,Glossy Finish,Done,a,outerwear,OuterwearFeatures,glossy,,,,,,,,,,,,,,,,OuterwearFeatures,glossy,,,,,,
Jackets,Features,Leather,Done,a,outerwear,OuterwearFeatures,leather,,,,,,,,,,,,,,,,OuterwearFeatures,leather,,,,,,
Jackets,Features,Metal Trims,Done,a,outerwear,OuterwearFeatures,metal_details,,,,,,,,,,,,,,,,OuterwearFeatures,metal_details,,,,,,
Jackets,Features,Metallic Finish,Done,a,outerwear,OuterwearFeatures,metallic,,,,,,,,,,,,,,,,OuterwearFeatures,metallic,,,,,,
Jackets,Features,Neon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackets,Features,Sequin,Done,a,outerwear,OuterwearFeatures,sequin,,,,,,,,,,,,,,,,OuterwearFeatures,sequin,,,,,,
Jackets,Features,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackets,Design Details,Crisscross / Lace Up,Done,a,,DesignDetailsUW,crisscross_lace-up,,,,,,,,,,,,,,,,DesignDetailsUW,crisscross_lace-up,,,,,,
Jackets,Design Details,Cutout,Done,a,,DesignDetailsUW,cutout,,,,,,,,,,,,,,,,DesignDetailsUW,cutout,,,,,,
Jackets,Design Details,Frills / Ruffle,Done,a,,DesignDetailsUW,frills_ruffle,,,,,,,,,,,,,,,,DesignDetailsUW,frills_ruffle,,,,,,
Jackets,Design Details,Fringes,Done,a,,DesignDetailsUW,fringes,,,,,,,,,,,,,,,,DesignDetailsUW,fringes,,,,,,
Jackets,Design Details,Fur Details,Done,a,,DesignDetailsUW,fur,,,,,,,,,,,,,,,,DesignDetailsUW,fur,,,,,,
Jackets,Design Details,Knot,Done,a,,DesignDetailsUW,knot,,,,,,,,,,,,,,,,DesignDetailsUW,knot,,,,,,
Jackets,Design Details,Lace Details,Done,a,,DesignDetailsUW,lace,,,,,,,,,,,,,,,,DesignDetailsUW,lace,,,,,,
Jackets,Design Details,Pompoms / Tassels,Done,a,,DesignDetailsUW,pompoms_tassels,,,,,,,,,,,,,,,,DesignDetailsUW,pompoms_tassels,,,,,,
Jackets,Design Details,Ruched,Done,a,,DesignDetailsUW,ruched,,,,,,,,,,,,,,,,DesignDetailsUW,ruched,,,,,,
Jackets,Design Details,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackets,Closure,Button,Done,a,,ClosureType,button,,,,,,,,,,,,,,,,ClosureType,button,,,,,,
Jackets,Closure,Zipper,Done,a,,ClosureType,zipper,,,,,,,,,,,,,,,,ClosureType,zipper,,,,,,
Jackets,Closure,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coats,Type,Fur,Done,a and b,outerwear,OWL2_Winter,fur,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,fur,OWL1_OuterwearType,winter,,,,
Coats,Type,Puffer,Done,a and b,outerwear,OWL2_Winter,puffer,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,puffer,OWL1_OuterwearType,winter,,,,
Coats,Type,Quilted,Done,a and b,outerwear,OWL2_Winter,quilted,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,quilted,OWL1_OuterwearType,winter,,,,
Coats,Type,Shearling,Done,a and b,outerwear,OWL2_Winter,shearling,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,shearling,OWL1_OuterwearType,winter,,,,
Coats,Type,Parka,Done,a and b,outerwear,OWL2_Winter,parka,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,parka,OWL1_OuterwearType,winter,,,,
Coats,Type,Peacoat,Done,a and b,outerwear,OWL2_Winter,peacoat,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,peacoat,OWL1_OuterwearType,winter,,,,
Coats,Type,Trenchcoat,Done,a and b,outerwear,OWL2_Winter,trenchcoat,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,trenchcoat,OWL1_OuterwearType,winter,,,,
Coats,Type,Overcoat,Done,a and b,outerwear,OWL2_Winter,overcoat,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,overcoat,OWL1_OuterwearType,winter,,,,
Coats,Type,Raincoat,Done,a and b,outerwear,OWL2_Waterproof,raincoat,,OWL1_OuterwearType,waterproof,,,,,,,,,,,,,OWL2_Waterproof,raincoat,OWL1_OuterwearType,waterproof,,,,
Coats,Type,Wrapcoat,Done,a and b,outerwear,OWL2_Winter,wrapcoat,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,wrapcoat,OWL1_OuterwearType,winter,,,,
Coats,Type,Leather,Done,a and b,outerwear,OWL2_Casual,leather,,OWL1_OuterwearType,casual,,,,,,,,,,,,,OWL2_Casual,leather,OWL1_OuterwearType,casual,,,,
Coats,Type,Duffle,Done,a and b,outerwear,OWL2_Winter,duffle,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,duffle,OWL1_OuterwearType,winter,,,,
Coats,Type,Poncho/Cape,Done,a and b,outerwear,OWL2_Winter,poncho_cape,,OWL1_OuterwearType,winter,,,,,,,,,,,,,OWL2_Winter,poncho_cape,OWL1_OuterwearType,winter,,,,
Coats,Type,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coats,Button Placement Style,Single Breasted,Done,a,,OW_Breasted,single_breasted,,,,,,,,,,,,,,,,OW_Breasted,single_breasted,,,,,,
Coats,Button Placement Style,Double Breasted,Done,a,,OW_Breasted,double_breasted,,,,,,,,,,,,,,,,OW_Breasted,double_breasted,,,,,,
Coats,Button Placement Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vests,Primary Pattern,Lines,Done,a,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,,,,OuterwearPatternL1,lines,,,,,,
Vests,Primary Pattern,Plain,Done,a and ( not b),outerwear,OuterwearPatternL1,plain,outerwear,OuterwearPatternL1,"lines,print",,,,,,,,,,,,,OuterwearPatternL1,plain,,,,,,
Vests,Primary Pattern,Print,Done,a,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,,,,OuterwearPatternL1,print,,,,,,
Vests,Primary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vests,Secondary Pattern,Colorblock,Done,a and b,,outerwearL2plain,color_block,,OuterwearPatternL1,plain,,,,,,,,,,,,,outerwearL2plain,color_block,,,,,,
Vests,Secondary Pattern,Solid,Done,a and b,,outerwearL2plain,solid,,OuterwearPatternL1,plain,,,,,,,,,,,,,outerwearL2plain,solid,,,,,,
Vests,Secondary Pattern,Check,Done,a and b,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,OuterwearLinesL2,checks,,,,,,
Vests,Secondary Pattern,Chevron,Done,a and b and c and (not d),,OuterwearChevron,chevron,,OuterwearPatternL1,lines,,OuterwearLinesL2,stripes,,OWL2_Winter,"puffer,quilted",,,,,,,OuterwearChevron,chevron,,,,,,
Vests,Secondary Pattern,Stripe,Done,a and b,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,OuterwearLinesL2,stripes,,,,,,
Vests,Secondary Pattern,Animal Print,Done,a and b,outerwear,OuterwearPrintL2,animal_print,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,animal_print,,,,,,
Vests,Secondary Pattern,Aztec,Done,a and b,outerwear,OuterwearPrintL2,aztec,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,aztec,,,,,,
Vests,Secondary Pattern,Camouflage,Done,a and b,outerwear,OuterwearPrintL2,camouflage,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,camouflage,,,,,,
Vests,Secondary Pattern,Ethnic,Done,a and b,outerwear,OuterwearPrintL2,ethnic,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,ethnic,,,,,,
Vests,Secondary Pattern,Floral,Done,a and b,outerwear,OuterwearPrintL2,floral,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,floral,,,,,,
Vests,Secondary Pattern,Graphic,Done,a and b,outerwear,OuterwearPrintL2,graphic,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,graphic,,,,,,
Vests,Secondary Pattern,Polka Dots,Done,a and b,,OuterwearPrintL2,polka_dots,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,polka_dots,,,,,,
Vests,Secondary Pattern,Tie and Dye,Done,a and b,,OuterwearPrintL2,tie_and_dye,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,tie_and_dye,,,,,,
Vests,Secondary Pattern,Tropical,Done,a and b,,OuterwearPrintL2,tropical,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,tropical,,,,,,
Vests,Secondary Pattern,Sporty Stripes,Done,a and b,outerwear,OuterwearSportyStripes,sporty_stripes,,OuterwearPatternL1,plain,,,,,,,,,,,,,OuterwearSportyStripes,sporty_stripes,,,,,,
Vests,Secondary Pattern,Block Graphics,Done,a and b,outerwear,OuterwearBlockGraphics,block_graphic,,OuterwearPatternL1,plain,,,,,,,,,,,,,OuterwearBlockGraphics,block_graphic,,,,,,
Vests,Secondary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vests,Pattern Style,Gingham Checks,Done,a and b and c,outerwear,CheckStyle,gingham,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,gingham,,,,,,
Vests,Pattern Style,Tattersall/Windowpane Checks,Done,a and b and c,outerwear,CheckStyle,windowpane,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,windowpane,,,,,,
Vests,Pattern Style,Plaid Checks,Done,a and b and c,outerwear,CheckStyle,plaid,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,plaid,,,,,,
Vests,Pattern Style,Plain Checks,Done,a and b and c,outerwear,CheckStyle,regular,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,regular,,,,,,
Vests,Pattern Style,Argyle,Done,a and b and c,outerwear,CheckStyle,argyle,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,argyle,,,,,,
Vests,Pattern Style,Houndstooth,Done,a and b and c,outerwear,CheckStyle,houndstooth,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,houndstooth,,,,,,
Vests,Pattern Style,Candy Stripes,Done,a and b and c,outerwear,isCandy,candy,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,isCandy,candy,,,,,,
Vests,Pattern Style,Pin/Pencil Stripes,Done,a and b and c,outerwear,StripeStyle,thin,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,thin,,,,,,
Vests,Pattern Style,Bengal/Awning Stripes,Done,a and b and c,outerwear,StripeStyle,bengal,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,bengal,,,,,,
Vests,Pattern Style,Barcode Stripes,Done,a and b and c,outerwear,StripeStyle,barcode,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,barcode,,,,,,
Vests,Pattern Style,Broad Stripes,Done,a and b and c,outerwear,StripeStyle,broad,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,broad,,,,,,
Vests,Pattern Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vests,Collar,Notch Lapel,Done,a,,OW_CollarStyle,notch_collar,,,,,,,,,,,,,,,,OW_CollarStyle,notch_collar,,,,,,
Vests,Collar,Peak Lapel,Done,a,,OW_CollarStyle,peak_collar,,,,,,,,,,,,,,,,OW_CollarStyle,peak_collar,,,,,,
Vests,Collar,Shawl Lapel,Done,a,,OW_CollarStyle,shawl_collar,,,,,,,,,,,,,,,,OW_CollarStyle,shawl_collar,,,,,,
Vests,Collar,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vests,Gender,Women,Done,a,outerwear,Gender,women,,,,,,,,,,,,,,,,Gender,women,,,,,,
Vests,Gender,Men,Done,a,outerwear,Gender,men,,,,,,,,,,,,,,,,Gender,men,,,,,,
Vests,Features,Glossy Finish,Done,a,outerwear,OuterwearFeatures,glossy,,,,,,,,,,,,,,,,OuterwearFeatures,glossy,,,,,,
Vests,Features,Leather,Done,a,outerwear,OuterwearFeatures,leather,,,,,,,,,,,,,,,,OuterwearFeatures,leather,,,,,,
Vests,Features,Metal Trims,Done,a,outerwear,OuterwearFeatures,metal_details,,,,,,,,,,,,,,,,OuterwearFeatures,metal_details,,,,,,
Vests,Features,Metallic Finish,Done,a,outerwear,OuterwearFeatures,metallic,,,,,,,,,,,,,,,,OuterwearFeatures,metallic,,,,,,
Vests,Features,Neon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
